name,5,4,3,2,1,total
suinsist SmartWatch 2021 with Call FitnessTracker with Sleep Monitor Activity Tracker with 1.54 Inch Touch HD Screen IP67 Waterproof Pedometer Smartwatch with Step Monitor,55%,14%,9%,6%,16%,659
Smart Watch for Android Phones iPhone Compatible IP68 Waterproof Smartwatch Touch Screen Fitness Tracker Fitness Watch Heart Rate Monitor Blood Oxygen Smart Watches for Men Women,100%,0%,0%,0%,0%,17
suinsist SmartWatch 2021 with Call FitnessTracker with Sleep Monitor Activity Tracker with 1.54 Inch Touch HD Screen IP67 Waterproof Pedometer Smartwatch with Step Monitor,55%,14%,9%,6%,16%,659
Compatible with Apple Watch Band 38mm 40mm 42mm 44mm for Men and Women Soft Silicone Replacement Sport Strap for iwatch Series 7 6 5 4 3 2 1 SE,75%,15%,5%,0%,5%,28
Marvel Avenger Touchscreen Interactive Smart Watch (Model: AVG4597AZ),75%,16%,3%,3%,4%,239
Fossil Men's Neutra Stainless Steel Hybrid Smartwatch with Activity Tracking and Smartphone Notifications,70%,15%,5%,3%,7%,190
Smart Watch for WomenMAXTOP Fitness Watch with Blood Pressure Heart Rate Monitor Sleep TrackerWaterproof Smartwatch Compatible with iPhone Android Phones Activity Tracker with Leather Strap (Pink),57%,15%,7%,13%,7%,72
Fairey Smart Watch with Call and Siri(Receive/Make Call) 1.69''Full Touch Screen Fitness Tracker with Body Temperature Heart Rate Blood Sleep Monitor for Men Women Android iOS Samsung Phones,32%,20%,14%,14%,20%,19
ZKCREATION Smart Watch Heart Rate Monitoring Fitness Tracker with Sleep Monitoring Blood Pressure Stopwatch Pedometer Sport Watch for Men & Women Compatible with Android and iOS,56%,19%,9%,7%,9%,1227
SAMSUNG SM-R805UZSAXAR Galaxy Watch Smartwatch 46mm Stainless Steel LTE GSM (Unlocked) Silver (Renewed),74%,12%,4%,3%,7%,1304
Fossil Women's Jacqueline Stainless Steel Hybrid Smartwatch with Activity Tracking and Smartphone Notifications,64%,12%,9%,4%,12%,422
Pewant Fitness Tracker Smart WatchIP68 Waterproof Activity Tracker Smart Watch TWS Music Play with Heart Rate Blood Pressure Message Alerts Call Reminder Smartwatch for Men KidsBluetooth Touch Screen Sport Watch,100%,0%,0%,0%,0%,2
"Hamile 2021 Version 1.55"" Smart Watch for Android Phones Compatible with iPhone Fitness Watch with Heart Rate Monitor Sleep Tracker 5ATM Waterproof Smart Watches for Women Men 200+ Dials Lavender",62%,16%,7%,8%,7%,437
"Gydom Smart Watch for Android iOS Phones1.69"" Fitness Tracker Watch Blood Oxygen Heart Rate Sleep Monitor Pedometer 5ATM Waterproof Smart Notification Weather Music Control Watch Gifts for Women Men",100%,0%,0%,0%,0%,2
Smart Watch for Women Compatible with Android iOS PhonesYIHANXLH Luxury Lady Smart Watch with Heart Rate MonitorSleep MonitorMenstrual PeriodIP68 Waterproof Fitness TrackerGift for Her,75%,0%,25%,0%,0%,9
FirYawee Smart Watch for Android Phones Compatible with iPhone Samsung Fitness Watch with Heart Rate Monitor and Sleep Monitor Step/Distance/Calorie Counter Smart Watch for Men Women,57%,19%,9%,7%,8%,248
SAMSUNG Gear Sport Smartwatch (Bluetooth) Black SM-R600NZKAXAR – US Version with Warranty,70%,12%,6%,4%,8%,2053
"Smart Watch for Women Girl 1.69"" Touch Screen Fitness Tracker Watch IP68 Waterproof Smartwatch with Heart Rate Blood Pressure Oxygen Sleep Monitor Step Counter Sport Running Watch for Android Phone",62%,26%,11%,0%,0%,12
Smart Watch Built-in Bluetooth Earbuds SpeakerDesong 3 in 1 Round Fitness Tracker WatchSpeakerRecording Calling Body ThermometerBlood Heart Rate MonitorSports Smart Wristband Long Time Standby,53%,23%,0%,0%,24%,6
IOWODO X5 Smart Watch for Men - Custom Watch Face Weather Heart Rate & Sleep Monitor / Fitness Watch with Stopwatch Pedometer Calorie / Smart Watch for Android Phones & iOS Phones (2 Bands),56%,18%,10%,6%,10%,560
Eurans Smart Watch Compatible with iPhone and Android Phones Fitness Watch with Heart Rate & Sleep Monitor Smartwatch with SpO2 5ATM Waterproof Fitness Tracker for Women Men-Light Green,50%,0%,0%,50%,0%,2
Amazfit GTS 2 Mini Smart Watch GPS Fitness Tracker for Men Women Alexa Built-in 14 Days Battery Life 70+ Sports Modes Blood Oxygen Heart Rate Sleep Monitor AMOLED Screen 5 ATM Waterproof-Black,61%,19%,9%,4%,7%,6892
"Smart Watch for Women AGPTEK 1.69""(43mm) Smartwatch for Android and iOS Phones IP68 Waterproof Fitness Tracker Watch Heart Rate Monitor Pedometer Sleep Monitor for Women Pink LW31",54%,15%,12%,5%,13%,1593
Eurans Smart Watch Compatible with iPhone and Android Phones Fitness Watch with Heart Rate & Sleep Monitor Smartwatch with SpO2 5ATM Waterproof Fitness Tracker for Women Men-Purple,50%,0%,0%,50%,0%,2
UMIDIGI Smart Watch for Android Phones Compatible with Samsung iPhone Sleep Tracker Waterproof Smartwatch with Heart Rate Monitor Fitness Tracker for Women and Men-Uwatch 2S,57%,18%,10%,5%,9%,5934
"Kimnix Smart Watch1.72"" HD Full Touch Screen Larger Battery Life Fitness TrackerAnswer Call/Text/Heart Rate/Blood Pressure/Health Bracelet and Sleep Monitor Smartwatch for Android & iOS Men Women",46%,16%,12%,6%,20%,458
SAMSUNG Gear Sport Smartwatch (Bluetooth) Black SM-R600NZKAXAR – US Version with Warranty,70%,12%,6%,4%,8%,2053
Samsung Galaxy Watch 3 Stainless Steel (41mm) SpO2 Oxygen Sleep GPS Sports + Fitness Smartwatch IP68 Water Resistant International Model SM-R850 (Fast Charge Cube Bundle Mystic Silver) (Renewed),81%,9%,0%,0%,10%,15
VEYKY Smart Watch for Women Men Fitness Activity Tracker Blood Pressure Blood Oxygen Sleep Monitor with Heart Rate Monitor 1.4 Full Touch Screen Smartwatch Compatible with iPhone Android Phones,66%,14%,8%,6%,7%,97
Kids Smart Watch for Boys Girls – Kids Smartwatch with Call SOS 14 Games Camera Video Player Music Player Torch Light Calculator 12/24 hr Touch Screen Children Smart Watch for Kids Age 4-12 (Blue),52%,16%,13%,6%,13%,836
Kids Smart Watch Smart Watch for Kids Ages 4-12 Years Kids Smartwatch with Calling 14 Learning Games Dual Camera Video Music Alarm Flashlight Children Birthday (Blue),100%,0%,0%,0%,0%,16
Sonic the Hedgehog Touchscreen Interactive Smart Watch,75%,13%,7%,2%,3%,4791
Shot Scope V3 GPS Watch - F/M/B + Hazard Distances - Automatic Shot Tracking - iOS and Android Apps - 100+ Statistics Including Strokes Gained - 36000+ Pre-Loaded Courses - No Subscriptions,48%,22%,13%,5%,13%,60
Fossil Women's Scarlette Mini Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,72%,0%,0%,0%,28%,4
Disney Toy Story Touchscreen Interactive Smart Watch (Model: TYM4103AZ),100%,0%,0%,0%,0%,1
Spider Man Touchscreen Interactive Smart Watch (Model: SPD4667AZ),70%,13%,7%,6%,3%,98
PTHTECHUS Smart Watch for Kids - Boys Girls Smartwatch with 2 Way Phone Calls SOS Games Music MP3 Player HD Selfie Camera Calculator Alarm Timer 12/24 Hours for 4-15 Years Old Students,37%,39%,12%,3%,9%,47
Smart Watch for Men Women IP68 Waterproof Fitness Tracker with 1.32 inch Touch Screen Heart Rate Blood Oxygen Sleep Monitor Smart Watches for Android and iOS Phones (Gold),100%,0%,0%,0%,0%,1
Apple Watch SE (GPS 40mm) - Gold Aluminum Case with Pink Sand Sport Band (Renewed),92%,4%,2%,0%,3%,113
Fitpolo Smart Watches for Women Men Smart Watch for Android Phones and iOS Compatible with iPhone IP68 Swimming Waterproof Fitness Watch Pedometer Fitness Tracker Heart Rate Monitor,62%,17%,9%,4%,9%,2238
Accutime Touchscreen Interactive Smart Watch (Model: LOL4320OMGAZ),76%,12%,5%,2%,5%,205
Fitniv Smart Watch 1.4 Inch LCD Color Touch Screen Smartwatch for Men Women Heart Rate Monitor & SpO2 IP68 Waterproof Fitness Tracker Pedometer for Android and iOS Phones,58%,12%,14%,4%,12%,61
Garmin Venu Sq Music GPS Smartwatch with Bright Touchscreen Display Features Music and Up to 6 Days of Battery Life Rose Gold with Tan Band,72%,14%,6%,4%,4%,3467
"Smart Watch for Android/iOS Phone 1.54"" Full Touch Sreen Activity TrackerHealth Tracker Watch with Heart Rate Monitor Blood Pressure Sleep Tracking IP68 Waterproof Smartwatch for Men Women",47%,17%,11%,11%,13%,59
Compatible with Apple Watch Band 38mm 40mm 42mm 44mm for Men and Women Soft Silicone Replacement Sport Strap for iwatch Series 7 6 5 4 3 2 1 SE,75%,15%,5%,0%,5%,28
22mm Watch Band for Samsung Galaxy Watch 46mm/Gear S3 Bands Fossil Gen 5 Replacement Quick Released Sport Silicone Men's Women's Watch Strap for all Smartwatches with 22mm width Watch Lugs,50%,0%,50%,0%,0%,2
Accutime Touchscreen Interactive Smart Watch (Model: LOL4320OMGAZ),76%,12%,5%,2%,5%,205
Smart Watch 30 Hours Waterproof Fitness Tracker Heart Rate Monitoring Sports Digital Watch Smartwatch for Men and Women Kids Compatible with Android and iOS Phones Multil-Language (Pink),50%,50%,0%,0%,0%,2
Emporio Armani Smartwatch 3 Powered with Wear OS by Google with Speaker Heart Rate GPS NFC and Smartphone Notifications,65%,12%,10%,1%,12%,215
Alpina Men's Fiber Glass Swiss Quartz Smart Watch with Rubber Strap Orange 22 (Model: AL-283LBO5AQ6),60%,0%,0%,0%,40%,3
Smart Watch for Men Make and Receive Bluetooth Calls Activity Fitness Tracker Heart Rate Music Player Business Smartwatch Sleep Monitor IP68 Waterproof for Android iOS Phones Compatible iPhone Samsung,43%,22%,19%,6%,10%,82
"KOSPET Optimus 2 Android Smartwatch1.6"" 4G LTE Phone Watch with Blood Oxygen Heart Rate Sleep Monitoring13MP Rotatable Camera and Flashlight4GB+64GB Face Unclok Andriod Smart Watch for Men…",52%,12%,14%,6%,16%,888
"Rinsmola Smart Watch for Android Phones/iOS Fitness Tracker 1.4"" Touch Screen Smartwatch with Heart Rate/Sleep Monitor Pedometer IP67 Waterproof Fitness Watch Activity Tracker for Men Women Blue",31%,19%,19%,0%,31%,7
Kate Spade New York Women's Scallop 2 or Sport Stainless Steel Touchscreen Smartwatch with Heart Rate GPS Contactless Pay and Smartphone Notifications,56%,13%,10%,6%,16%,859
Smart Watch FirYawee Smartwatch for Android Phones and iOS PhonesFitness Tracker Waterproof IP68 with Heart Rate Monitor and Sleep MonitorStep and Distance CounterSmart Watch for Men Women,60%,17%,10%,4%,9%,3115
"Smart Watch 1.7"" Smartwatch for Android and iOS Phones Fitness Tracker with with Full Touch Color Screen Heart Rate and Sleep Monitor Pedometer IP68 Waterproof Smart Watch for Women Men",67%,11%,10%,4%,8%,133
Cosmo JrTrack 2 Kids Smartwatch | Purple | 4G Voice Calling | Text Voice & Image Messaging | Enhanced GPS | Blocks Unknown Callers | SIM Card Included,39%,17%,11%,7%,26%,486
Kids Smart Watch for Boys GirlsChild Smartwatches with 16 Games Music Player Camera Alarm Clock Calculator 12/24 hr Touch Screen for Kids Age 4-12 Birthday Educational Learning Toys,71%,7%,4%,7%,10%,89
BAUISAN Smart Watch for Kids - Kids Watch for Boys Girls Touch Screen 17 Games Dual Cameras Music Video Player Alarms Calculator Calendar Children Toys Birthday Gifts for 4-12 Years (Pink),61%,18%,10%,0%,11%,13
Minecraft Touchscreen Interactive Smart Watch (Model: MIN4045AZ),70%,15%,8%,3%,4%,525
Kids Smart Watch Phone IP67 Waterproof Smartwatch Boys Girls with Touch Screen 5 Games Camera Alarm SOS Call Phone Watch Digital Wrist Watch for 3-13 Years Children Birthday Gift (Pink),53%,0%,10%,16%,21%,16
"Smart Watch for Android/iOS Phone 1.54"" Full Touch Sreen Activity TrackerHealth Tracker Watch with Heart Rate Monitor Blood Pressure Sleep Tracking IP68 Waterproof Smartwatch for Men Women",47%,17%,11%,11%,13%,59
Skagen Connected Falster 2 Stainless Steel Touchscreen Smartwatch with Heart Rate GPS NFC and Smartphone Notifications,49%,13%,11%,8%,19%,392
GOKOO Smartwatch for Men Women 24 Sport Modes Fitness Activity Tracker 1.65 ’Touchscreen IP67 Notifications Messages Bracelet Sleep Monitor Heart Rate Monitor for iOS Android Black,73%,0%,0%,0%,27%,8
Garmin Venu Sq Music GPS Smartwatch with Bright Touchscreen Display Features Music and Up to 6 Days of Battery Life Light Gold and Navy Blue,72%,14%,6%,4%,4%,3467
Smart Watch for Android Phones iPhone Compatible IP68 Waterproof Smartwatch Touch Screen Fitness Tracker Fitness Watch Heart Rate Monitor Blood Oxygen Smart Watches for Men Women,100%,0%,0%,0%,0%,17
"Smart Watch for Android/iOS Phones1.54"" Smartwatch with Heart RateCallSleep MonitorFull Touch ScreenStep CounterBlood PressureBlood Oxygen TrackingIP67 Waterproof Fitness Tracker Watch",50%,19%,7%,7%,17%,24
Amazfit T-Rex Smart Watch with GPS Military Outdoor Sports Watch for Men20-Day Battery Life 1.3'' AMOLED Display5 ATM Water Resistant 14-Sports Modes Heart Rate Sleep Monitor Khaki,69%,17%,6%,3%,5%,3420
LIGE Smart Watch Men Fitness Tracker with Bluetooth Call Answer Heart Rate for Android Phones iPhone Waterproof Sports Watch Stainless Steel,58%,17%,13%,3%,8%,215
GOKOO Smart Watch for Men Fitness Tracker Mens with Blood Pressure Monitor Heart Rate Sleep Compatible with iOS and Android Phones Waterproof Pedometer Calorie Counter Running,57%,14%,11%,7%,11%,336
Skagen Connected Falster 2 Stainless Steel Touchscreen Smartwatch with Heart Rate GPS NFC and Smartphone Notifications,49%,13%,11%,8%,19%,392
AiMoonsa Smart Watch Full HD Touchscreen Smartwatch Long Battery Life SpO2 Heartrate MonitoringSleep Tracking Calorie Step Counter Call Message Notification IP68 Waterproof Smart Watch for Men,58%,24%,12%,4%,2%,187
iFuntecky Smart Watch for Android Phone Smartwatch for Men Women Smart Watches with Camera Bluetooth Watch with Sim Card Slot Pedometer Cell Phone Watch Compatible Android Samsung iOS Women Man,68%,13%,9%,4%,5%,1766
Smart Watch - CatShin Fitness Tracker for Women Android iOS Phone with Heart Rate Monitor Blood Pressure Waterproof Sleep Pedometer Bluetooth Sports Menstrual Reminder Smartwatch,87%,13%,0%,0%,0%,24
"Smart Watch 1.7"" Smartwatch for Android and iOS Phones Fitness Tracker with with Full Touch Color Screen Heart Rate and Sleep Monitor Pedometer IP68 Waterproof Smart Watch for Women Men",67%,11%,10%,4%,8%,133
Sports Smart Watch for Men Waterproof Fitness Tracker SmartWatch with Heart Rate Monitor/Blood Pressure/SpO2 Monitor Sport Running Watch for Android and iOS,52%,22%,9%,9%,8%,31
Kate Spade New York Women's Scallop 2 or Sport Stainless Steel Touchscreen Smartwatch with Heart Rate GPS Contactless Pay and Smartphone Notifications,56%,13%,10%,6%,16%,859
KUMI Smart Watch Fitness Tracker with Heart Rate Monitor SpO2 Level Measurement Blood Oxygen Tracking IP68 Waterproof1.57 Inch Ladies Smartwatch Fitness Watch for Women Men for iPhone Android iOS,53%,32%,15%,0%,0%,9
WeMo Switch Smart Plug Works with Alexa,52%,17%,7%,7%,17%,6126
Puccy 3 Pack Tempered Glass Screen Protector Film compatible with AGPTEK LW11 smartwatch Smart Watch Protectors Guard,53%,17%,12%,6%,12%,145
Garmin vívoactive HR GPS Smart Watch Regular fit - Black,59%,15%,8%,6%,11%,5759
TicWatch Pro 3 GPS Smart Watch Men's Wear OS Watch Qualcomm Snapdragon Wear 4100 Platform Health Fitness Monitor 3-45 Days Battery Life GPS NFC Heart Rate Sleep Tracking IP68 Waterproof,70%,15%,5%,3%,6%,2512
Carbinox Smartwatch Fitness Tracker for Android and iOS Phones with Heart Rate Monitor Blood Pressure IP67 Waterproof,0%,0%,0%,0%,100%,1
"Deeprio Smart Watch for Android iOS Phones 1.52"" HD Screen Personalized Watch Faces Blood Oxygen Heart Rate Sleep Monitor IP68 Waterproof Fitness Tracker Smartwatches for Men Women BlackVidaa",76%,8%,4%,6%,7%,81
"Cubitt Jr Smart Watch Fitness Tracker for Kids and Teens with 24h Body Temperature Games Step Counter Sleep Monitor Heart Rate Monitor Activity Tracker 1.4"" Touch Screen IP68 Waterproof",82%,14%,0%,5%,0%,11
Smart WatchMAXTOP Fitness Watch for Android/iOS Phones with Blood Pressure Heart Rate & Blood Oxygen Monitor Activity Tracker 1.4'' Full Touch Screen IP67 Waterproof Smartwatch for Men Women (Gray),62%,0%,38%,0%,0%,11
Amazfit GTS 2 Mini Smart Watch GPS Fitness Tracker for Men Women Alexa Built-in 14 Days Battery Life 70+ Sports Modes Blood Oxygen Heart Rate Sleep Monitor AMOLED Screen 5 ATM Waterproof-Black,61%,19%,9%,4%,7%,6892
SUPOIX All-in-One TPU Bands Case Compatible for Apple Watch Band 44mm 40mm Men Rugged Bumper Tempered Glass Screen Protector Cover for iWatch Series 6 5 4 SE,89%,8%,4%,0%,0%,45
Mazoft Slim Leather Band Compatible with Apple Watch Bands 38mm 40mm 41mm 42mm 44mm 45mm Thin Elegant Top Glossy Patent leather Woman Watch band Shiny Replacement Wristband for iWatch SE Series 7/6/5/4/3/2/1,100%,0%,0%,0%,0%,7
Star Wars Kid's Touch-Screen Smartwatch,82%,0%,0%,18%,0%,8
Smart Watch for Android iOS Phones Compatible iPhone Samsung Nanphn 1.75'' Touchscreen Sport Smartwatch Fitness Activity Tracker Watch with Call/SMS/Heart Rate/Pedometer for Men Women Kids (Black),32%,10%,13%,13%,31%,54
Jurassic Park Touchscreen Interactive Smart Watch (Model: JRW4041AZ),65%,6%,10%,11%,7%,22
Smart Watch for Android Phones IOS Yocuby Smart Watch with Heart Rate Monitor Pedometer Calorie Counter Stylish Fitness Tracker with Sleep Monitor Color Gradient Smartwatch for Men Women Purple,49%,51%,0%,0%,0%,2
Fossil Men's Everett Hybrid Smartwatch HR with Always-On Readout Display Heart Rate Activity Tracking Smartphone Notifications Message Previews,49%,31%,13%,7%,0%,19
Samsung Watch 3 (GPS Bluetooth LTE) Smart Watch (Silver 41MM Renewed) (Renewed),74%,13%,6%,2%,5%,132
Pradory Smart Watch Bluetooth Smartwatch for Android Phones IP67 Waterproof Fitness Watch with Heart Rate Blood Pressure Monitor Touch Screen Sports Tracker Watch for Android iOS Phones Men Women,87%,9%,3%,1%,1%,917
MAXTOP Smart Watch Compatible iPhone and Android PhonesFitness Tracker Watches with Heart Rate MonitorSleep Monitor & Blood Oxyen & Blood Pressure Monitor Smartwatch Pedometer for Men Women (Gray),46%,14%,14%,7%,20%,447
Smart Watch Make Calls IP68 Waterproof30 Days StandbyFitness Tracker with Heart Rate Monitor with Bluetooth Call with 1.2 Inch Touch ScreenSmartwatch with Sleep MonitorDistance for Women and Men,55%,18%,10%,4%,13%,146
Smart Watch for Men Women Make/Answer Call Fitness Tracker with Heart Rate Monitor/Blood Pressure/Sleep Monitor/Pedometer/Message Reminder/Music Control Smartwatch for Android and iOS Phones Black,45%,17%,13%,10%,15%,135
Blackview Smart Watch for Women Men Fitness Tracker Heart Rate Sleep Monitor 5ATM Waterproof Pedometer Smartwatch 1.54 Inch Cardio Watch for iPhone Android Phones - Green,61%,18%,8%,6%,7%,316
Fitbit Versa Lite Edition Smart Watch One Size (S and L Bands Included) 1 Count,78%,10%,4%,2%,5%,5003
Smart Watch for Android and iOS Phone with Call Function Information Reminder Fitness Activity Tracker Heart Rate Blood Pressure Sleep Step Monitor IP67 Waterproof Smartwatch for Women Men,57%,24%,5%,3%,12%,55
Smart Watch for Women MenFitness Tracker with Heart RateBlood PressureBlood OxygenIP67 Waterproof Pedometer Smartwatch with Sleep TrackerStepsMusicWeather Forecast for Android iPhone(Pink),46%,18%,14%,8%,15%,728
Smart Watch FirYawee Smartwatch for Android Phones and iOS PhonesFitness Tracker Waterproof IP68 with Heart Rate Monitor and Sleep MonitorStep and Distance CounterSmart Watch for Men Women,61%,17%,10%,4%,9%,1517
